ELEMENT_ID,GRAND_GROUPE,Nom_francais,Autres_noms_francais,Nom_anglais,Autres_noms_anglais,Nom_scientifique,Anciens_noms_scientifiques,Commentaires,Origine,Regularite,Degre_de_certitude,Statuts_des_populations,CLASSE,ORDRE,FAMILLE,GENRE,ESPECE,SOUS_ESPECE_POP,Rang_S,STATUT_LEMV,COMPETENCE_PRINCIPALE
301,Oiseaux,Tyran à longue queue,tyran à queue en ciseaux; moucherolle à longue queue; moucherolle à queue en ciseaux; moucherolle à queue fourchue,Scissor-tailed Flycatcher,Swallow-tailled Flycatcher,Tyrannus forficatus,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Tyrannidae,Tyrannus,forficatus,,SNA,Non suivie,Environnement et Changement climatique Canada
302,Oiseaux,Tyran des savanes,tyran à queue fourchue; tyran savana; moucherolle à queue fourchue; savana,Fork-tailed Flycatcher,,Tyrannus savana,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Tyrannidae,Tyrannus,savana,,SNA,Non suivie,Environnement et Changement climatique Canada
304,Oiseaux,Hirondelle noire,progne pourpré; progne pourpre; progné pourpre; progné pourprée,Purple Martin,,Progne subis,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Hirundinidae,Progne,subis,,S2B,Candidate,Environnement et Changement climatique Canada
305,Oiseaux,Hirondelle bicolore,hirondelle des arbres; hirondelle verte et blanche; hirondelle bicolore à ventre blanc,Tree Swallow,Blue-backed Martin; Blue Martin; Flycatcher; French Swallow,Tachycineta bicolor,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Hirundinidae,Tachycineta,bicolor,,S4B,Non suivie,Environnement et Changement climatique Canada
306,Oiseaux,Hirondelle à ailes hérissées,hirondelle hérissée à cou roux,Northern Rough-winged Swallow,Rough-winged Swallow,Stelgidopteryx serripennis,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Hirundinidae,Stelgidopteryx,serripennis,,S3B,Non suivie,Environnement et Changement climatique Canada
307,Oiseaux,Hirondelle de rivage,hirondelle des sables; hirondelle des rivages; hirondelle grise; cotyle riveraine,Bank Swallow,European Sand-martin; Sand Martin; Sand Swallow; Ainleag,Riparia riparia,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Hirundinidae,Riparia,riparia,,S3B,Candidate,Environnement et Changement climatique Canada
308,Oiseaux,Hirondelle à front blanc,hirondelle des falaises; hirondelle des rochers; hirondelle de falaise à croupion roux; hirondelle des rochers à front blanc,Cliff Swallow,American Cliff Swallow; Northern Cliff Swallow; Colon,Petrochelidon pyrrhonota,Hirundo pyrrhonota,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Hirundinidae,Petrochelidon,pyrrhonota,,S3S4B,Non suivie,Environnement et Changement climatique Canada
309,Oiseaux,Hirondelle rustique,hirondelle des granges; hirondelle de cheminée; hirondelle des cheminées; hirondelle des fermes,Barn Swallow,,Hirundo rustica,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Hirundinidae,Hirundo,rustica,,S3B,Candidate,Environnement et Changement climatique Canada
310,Oiseaux,Mésangeai du Canada,mésangeai gris; geai du Canada; mésangeai; geai du Labrador,Canada Jay,Gray Jay; Labrador Jay,Perisoreus canadensis,,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Passeriformes,Corvidae,Perisoreus,canadensis,,S5,Non suivie,Québec
312,Oiseaux,Geai bleu,geai bleu huppé; geai bleu d'Amérique; geai azuré; geai bleu de l'Amérique septentrionale,Blue Jay,Northern Blue Jay; Blue Bird; Jay; Jay-Bird,Cyanocitta cristata,,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Passeriformes,Corvidae,Cyanocitta,cristata,,S5,Non suivie,Québec
313,Oiseaux,Pie d'Amérique,pie bavarde; pie d'Europe; pie ordinaire; pie commune,Black-billed Magpie,White-rumped Magpie; American Magpie; Margot; Magpie,Pica hudsonia,Pica pica,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Corvidae,Pica,hudsonia,,SNA,Non suivie,Québec
314,Oiseaux,Corneille d'Amérique,corneille américaine; corneille; corbeau américain,American Crow,Common American Crow; Eastern Crow; Caw; Common Crow,Corvus brachyrhynchos,,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Passeriformes,Corvidae,Corvus,brachyrhynchos,,S5B,Non suivie,Québec
315,Oiseaux,Grand corbeau,corbeau; corbeau de mer; corbeau commun; corbeau noir,Common Raven,Raven; Black Bird; Crow; Giant Crow,Corvus corax,,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Passeriformes,Corvidae,Corvus,corax,,S5,Non suivie,Québec
316,Oiseaux,Choucas des tours,choucas; corneille des clochers,Eurasian Jackdaw,Jackdaw; Common Jackdaw,Corvus monedula,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Corvidae,Corvus,monedula,,SNA,Non suivie,Québec
317,Oiseaux,Mésange à tête noire,mésange à tête noire d'Amérique du Nord; mésange à tête noire du Canada; flûte des bois; tit mouse,Black-capped Chickadee,Eastern Black-capped Chickadee; Tchicadee; Tchick-a-didi; Black-cap tit,Poecile atricapillus,Parus atricapilla,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Passeriformes,Paridae,Poecile,atricapillus,,S5,Non suivie,Environnement et Changement climatique Canada
318,Oiseaux,Mésange à tête brune,mésange de l'Hudson; mésange américaine; mésange à calotte brune; mésange de la baie d'Hudson,Boreal Chickadee,Brown-capped Chickadee; Brown-headed Chickadee; Hudsonian Chickadee; Acadian Chickadee,Poecile hudsonicus,Parus hudsonicus; Poecile hudsonica,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Passeriformes,Paridae,Poecile,hudsonicus,,S5,Non suivie,Environnement et Changement climatique Canada
319,Oiseaux,Mésange bicolore,mésange huppée d'Amérique; mésange huppée; mésange huppée bicolore; mésange huppée de la Caroline,Tufted Titmouse,Crested Titmouse,Baeolophus bicolor,Parus bicolor,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Passeriformes,Paridae,Baeolophus,bicolor,,S4,Non suivie,Environnement et Changement climatique Canada
320,Oiseaux,Sittelle à poitrine rousse,sittelle du Canada; sittelle à poitrine rouge; sittelle canadienne; torchepot de Canada,Red-breasted Nuthatch,Red-bellied Nuthatch; Cardy; Little Quank; Tip-Up,Sitta canadensis,,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Passeriformes,Sittidae,Sitta,canadensis,,S5,Non suivie,Environnement et Changement climatique Canada
321,Oiseaux,Sittelle à poitrine blanche,sittelle de la Caroline; Crin-crin; sittelle bleue; sittelle à bec fin,White-breasted Nuthatch,Carolina Nuthatch; Northern White-breasted Nuthatch; Big Quank; Devil Downhead,Sitta carolinensis,,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Passeriformes,Sittidae,Sitta,carolinensis,,S5,Non suivie,Environnement et Changement climatique Canada
322,Oiseaux,Grimpereau brun,grimpereau des bois; grimpereau; grimpereau familier; grimpereau commun,Brown Creeper,Northern Creeper; Creeper; Tree Creeper; Woodpecker,Certhia americana,,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Passeriformes,Certhiidae,Certhia,americana,,S5,Non suivie,Environnement et Changement climatique Canada
323,Oiseaux,Troglodyte de Caroline,troglodyte railleur; troglodyte de la Louisiane; roitelet de Caroline; roitelet de la Caroline,Carolina Wren,Northern Carolina Wren,Thryothorus ludovicianus,,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Passeriformes,Troglodytidae,Thryothorus,ludovicianus,,S3S4,Non suivie,Environnement et Changement climatique Canada
325,Oiseaux,Troglodyte familier,mangeur de gadelles; roitelet; roitelet de maison; troglodyte des maisons,House Wren,Jenny Wren; Wren; Northern House Wren; Rock Bird,Troglodytes aedon,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Troglodytidae,Troglodytes,aedon,,S4B,Non suivie,Environnement et Changement climatique Canada
326,Oiseaux,Troglodyte des forêts,troglodyte mignon,Winter Wren,,Troglodytes hiemalis,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Troglodytidae,Troglodytes,hiemalis,,S5B,Non suivie,Environnement et Changement climatique Canada
327,Oiseaux,Troglodyte à bec court,troglodyte des marais à bec court; troglodyte des laiches; troglodyte de la Plata; roitelet de marais à bec court,Sedge Wren,Short-billed Marsh Wren,Cistothorus stellaris,Cistothorus platensis,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Troglodytidae,Cistothorus,stellaris,,S2B,Susceptible,Environnement et Changement climatique Canada
328,Oiseaux,Troglodyte des marais,roitelet de marais à long bec; troglodyte des marais à long bec,Marsh Wren,Prairie Marsh Wren; Long-billed Marsh Wren,Cistothorus palustris,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Troglodytidae,Cistothorus,palustris,,S4B,Non suivie,Environnement et Changement climatique Canada
329,Oiseaux,Roitelet à couronne dorée,roitelet satrape; roitelet huppé,Golden-crowned Kinglet,Goldcrest; King Bird; Eastern Golden-crowned,Regulus satrapa,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Regulidae,Regulus,satrapa,,S5B,Non suivie,Environnement et Changement climatique Canada
330,Oiseaux,Roitelet à couronne rubis,roitelet rubis; roitelet à huppe rouge; roitelet,Ruby-crowned Kinglet,Foxy Chub; King Bird; Ruby-crowned Wren; Eastern Ruby-crowned Kinglet,Regulus calendula,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Regulidae,Regulus,calendula,,S5B,Non suivie,Environnement et Changement climatique Canada
331,Oiseaux,Gobemoucheron gris-bleu,gobe-moucherons gris-bleu; gobe-mouches gris bleu,Blue-gray Gnatcatcher,Polioptile Bleue; Cat Bird; Chew Bird; Cotton Bird,Polioptila caerulea,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Polioptilidae,Polioptila,caerulea,,S3B,Non suivie,Environnement et Changement climatique Canada
332,Oiseaux,Traquet motteux,traquet cul-blanc; cul-blanc; motteux,Northern Wheatear,Wheatear; European Wheatear; Common Wheatear; Wheat-ear Stone Chat,Oenanthe oenanthe,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Muscicapidae,Oenanthe,oenanthe,,S4B,Non suivie,Environnement et Changement climatique Canada
333,Oiseaux,Merlebleu de l'Est,merle-bleu de l'Est; merle-bleu à poitrine rouge; traquet bleu; merle bleu américain,Eastern Bluebird,Sialia; Common Blue Bird; Blue Bird,Sialia sialis,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Turdidae,Sialia,sialis,,S4S5B,Non suivie,Environnement et Changement climatique Canada
335,Oiseaux,Merlebleu azuré,merle-bleu azuré; merle-bleu des montagnes; oiseau bleu des montagnes; rouge-gorge bleu de montagne,Mountain Bluebird,,Sialia currucoides,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Turdidae,Sialia,currucoides,,SNA,Non suivie,Environnement et Changement climatique Canada
336,Oiseaux,Solitaire de Townsend,,Townsend's Solitaire,,Myadestes townsendi,,,Indigène,Régulier,Confirmé,Migrateur,Aves,Passeriformes,Turdidae,Myadestes,townsendi,,SNA,Non suivie,Environnement et Changement climatique Canada
337,Oiseaux,Grive fauve,grivette fauve; grive de Wilson; grive rossignol fauve; merle grivette,Veery,Wilson's Thrush Newfoundland Veery; Eastern Veery; Cathedral Bird; Ground Thrush,Catharus fuscescens,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Turdidae,Catharus,fuscescens,,S5B,Non suivie,Environnement et Changement climatique Canada
338,Oiseaux,Grive à joues grises,,Gray-cheeked Thrush,,Catharus minimus,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Turdidae,Catharus,minimus,,S5B,Non suivie,Environnement et Changement climatique Canada
339,Oiseaux,Grive à dos olive,grivette à dos olive; grivette olive; merle nain; merle,Swainson's Thrush,Eastern Olive-backed Thrush; Russet-backed Thrush; Swamp Robin,Catharus ustulatus,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Turdidae,Catharus,ustulatus,,S5B,Non suivie,Environnement et Changement climatique Canada
340,Oiseaux,Grive solitaire,grivette solitaire; grive ermite; merle ermite; grivette,Hermit Thrush,Easterh Hermit Thrush,Catharus guttatus,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Turdidae,Catharus,guttatus,,S5B,Non suivie,Environnement et Changement climatique Canada
341,Oiseaux,Grive de Bicknell,,Bicknell's Thrush,,Catharus bicknelli,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Turdidae,Catharus,bicknelli,,S2B,Vulnérable,Environnement et Changement climatique Canada
342,Oiseaux,Grive des bois,flûte; grive de bois; hautbois; merle,Wood Thrush,Brown Linnet; Wood Robin; Tawny Thrush; Musician,Hylocichla mustelina,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Turdidae,Hylocichla,mustelina,,S3B,Candidate,Environnement et Changement climatique Canada
344,Oiseaux,Grive litorne,litorne; merle-litorne,Fieldfare,,Turdus pilaris,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Turdidae,Turdus,pilaris,,SNA,Non suivie,Environnement et Changement climatique Canada
345,Oiseaux,Merle d'Amérique,merle américain; merle migrateur; rouge-gorge d'Amérique; grive erratique,American Robin,Robin; Fieldfare of Carolina; Eastern Robin; Black-backed Robin,Turdus migratorius,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Turdidae,Turdus,migratorius,,S5B,Non suivie,Environnement et Changement climatique Canada
346,Oiseaux,Grive à collier,grive variée; merle à collier; merle tacheté,Varied Thrush,Alaska Robin; Golden Robin; Hudson Bay Robin; Marsh Robin,Ixoreus naevius,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Turdidae,Ixoreus,naevius,,SNA,Non suivie,Environnement et Changement climatique Canada
347,Oiseaux,Moqueur chat,moqueur de la Caroline; merle moqueur de la Caroline; moucherolle de Virginie; grive de la Caroline,Gray Catbird,Grey Catbird; Common Catbird; Northern Catbird; North American catbird,Dumetella carolinensis,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Mimidae,Dumetella,carolinensis,,S5B,Non suivie,Environnement et Changement climatique Canada
348,Oiseaux,Moqueur polyglotte,moqueur américain; grive moqueuse; mime polyglotte; rossignol,Northern Mockingbird,Mockingbird; Common Mockingbird; Nightingale; English Trasher,Mimus polyglottos,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Mimidae,Mimus,polyglottos,,S4B,Non suivie,Environnement et Changement climatique Canada
349,Oiseaux,Moqueur roux,tourdelle rousse; mime brun; moqueur français; grive rousse,Brown Thrasher,Brown Trush; Mockingbird; Robin; Trasher,Toxostoma rufum,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Mimidae,Toxostoma,rufum,,S4S5B,Non suivie,Environnement et Changement climatique Canada
350,Oiseaux,Bergeronnette grise,,White Wagtail,,Motacilla alba,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Motacillidae,Motacilla,alba,,SNA,Non suivie,Environnement et Changement climatique Canada
351,Oiseaux,Pipit d'Amérique,pipit commun; pipit maritime; pipit américain commun; pipit aquatique,American Pipit,Rock Pipit; Water Pipit,Anthus rubescens,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Motacillidae,Anthus,rubescens,,S5B,Non suivie,Environnement et Changement climatique Canada
352,Oiseaux,Jaseur boréal,jaseur de Bohême; jaseur du Nord; jaseur européen; jaseur,Bohemian Waxwing,Greater Waxwing; Waxwing; Cherry Bird; Common Waxwing,Bombycilla garrulus,,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Passeriformes,Bombycillidae,Bombycilla,garrulus,,S4S5,Non suivie,Environnement et Changement climatique Canada
353,Oiseaux,Jaseur d'Amérique,jaseur des cèdres; jaseur des cèdres d'Amérique du Nord; jaseur des cèdres américains; huppé,Cedar Waxwing,Waxwing; Silk Tail,Bombycilla cedrorum,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Bombycillidae,Bombycilla,cedrorum,,S5B,Non suivie,Environnement et Changement climatique Canada
354,Oiseaux,Pie-grièche boréale,pie-grièche grise; écorcheur; pie boréale,Northern Shrike,Butcher Bird; Devil's Bird; Devil's Whiskey-jack; Joy-killer,Lanius borealis,Lanius excubitor,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Laniidae,Lanius,borealis,,S4B,Non suivie,Environnement et Changement climatique Canada
357,Oiseaux,Étourneau sansonnet,sansonnet; étourneau vulgaire; étourneau commun; étourneau-sansonnet d'Europe,European Starling,Starling; Common Starling; Purple-winged Starling,Sturnus vulgaris,,,Exotique,Régulier,Confirmé,Toute l'année,Aves,Passeriformes,Sturnidae,Sturnus,vulgaris,,SNA,Non suivie,Québec
358,Oiseaux,Viréo aux yeux blancs,viréo à oeil bleu; viréo à yeux blancs,White-eyed Vireo,Northern White-eyed Vireo,Vireo griseus,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Vireonidae,Vireo,griseus,,SNA,Non suivie,Environnement et Changement climatique Canada
359,Oiseaux,Viréo à tête bleue,viréo solitaire; viréo,Blue-headed Vireo,Northern Blue-headed Vireo; Blue-headed Vireo,Vireo solitarius,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Vireonidae,Vireo,solitarius,,S5B,Non suivie,Environnement et Changement climatique Canada
360,Oiseaux,Viréo à gorge jaune,viréo à front jaune; viréon à front jaune,Yellow-throated Vireo,,Vireo flavifrons,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Vireonidae,Vireo,flavifrons,,S3B,Non suivie,Environnement et Changement climatique Canada
361,Oiseaux,Viréo mélodieux,viréo chanteur; viréo gris-olive,Warbling Vireo,Eastern Warbling Vireo,Vireo gilvus,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Vireonidae,Vireo,gilvus,,S5B,Non suivie,Environnement et Changement climatique Canada
362,Oiseaux,Viréo de Philadelphie,,Philadelphia Vireo,,Vireo philadelphicus,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Vireonidae,Vireo,philadelphicus,,S5B,Non suivie,Environnement et Changement climatique Canada
363,Oiseaux,Viréo aux yeux rouges,viréo; viréo à oeil rouge; viréo olivacé; sermoneur,Red-eyed Vireo,Preacher Bird; Hangnest; Vireo; Greenlet,Vireo olivaceus,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Vireonidae,Vireo,olivaceus,,S5B,Non suivie,Environnement et Changement climatique Canada
364,Oiseaux,Paruline à ailes bleues,sylvette à ailes bleues; fauvette à ailes bleues; fauvette vermivore des pins; figuier à ailes bleues,Blue-winged Warbler,Pine-creeper,Vermivora cyanoptera,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Parulidae,Vermivora,cyanoptera,,S2B,Non suivie,Environnement et Changement climatique Canada
365,Oiseaux,Paruline à ailes dorées,sylvette à ailes dorées; figuier à ailes dorées; figuier à épaulettes jaunes; fauvette aux ailes dorées,Golden-winged Warbler,Golden-winged Fly-catcher,Vermivora chrysoptera,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Parulidae,Vermivora,chrysoptera,,S2B,Menacée,Environnement et Changement climatique Canada
366,Oiseaux,Paruline obscure,sylvette obscure; figuier du Tennessee; figuier pèlerin; fauvette de Tennessee,Tennessee Warbler,,Leiothlypis peregrina,Oreothlypis peregrina; Vermivora peregrina,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Parulidae,Leiothlypis,peregrina,,S5B,Non suivie,Environnement et Changement climatique Canada
