ELEMENT_ID,GRAND_GROUPE,Nom_francais,Autres_noms_francais,Nom_anglais,Autres_noms_anglais,Nom_scientifique,Anciens_noms_scientifiques,Commentaires,Origine,Regularite,Degre_de_certitude,Statuts_des_populations,CLASSE,ORDRE,FAMILLE,GENRE,ESPECE,SOUS_ESPECE_POP,Rang_S,STATUT_LEMV,COMPETENCE_PRINCIPALE
658,Poissons,Lançon d'Amérique,lançon,American Sand Lance,Sand Eel; Lance; Inshore Sand Lance; Lant,Ammodytes americanus,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Labriformes,Ammodytidae,Ammodytes,americanus,,S5,Non suivie,Pêches et Océans Canada
659,Poissons,Lançon du nord,,Northern Sand Lance,,Ammodytes dubius,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Labriformes,Ammodytidae,Ammodytes,dubius,,S5,Non suivie,Pêches et Océans Canada
30245,Poissons,Lanterne à grandes écailles,,Large-scaled lantern fish,Largescale Blackchin,Neoscopelus macrolepidotus,,,Indigène,Régulier,Confirmé,Inconnu/non déterminé,Actinopterygii,Myctophiformes,Neoscopelidae,Neoscopelus,macrolepidotus,,S4,Non suivie,Pêches et Océans Canada
30226,Poissons,Lanterne glaciaire,,Glacier Lanternfish,,Benthosema glaciale,,,Indigène,Régulier,Confirmé,Inconnu/non déterminé,Actinopterygii,Myctophiformes,Myctophidae,Benthosema,glaciale,,S5,Non suivie,Pêches et Océans Canada
30243,Poissons,Lanterne ponctuée,,Spotted Lanternfish,,Myctophum punctatum,,,Indigène,Régulier,Confirmé,Inconnu/non déterminé,Actinopterygii,Myctophiformes,Myctophidae,Myctophum,punctatum,,SNA,Non suivie,Pêches et Océans Canada
695,Poissons,Lanterne-voilière nordique,lampe-voilière du Nord; lanterne de Kroyer,Krøyer's Lanternfish,Western Elongate Lampfish; Lancet Fish; Northern Saillamp; Kroyers Lanternfish,Notoscopelus kroyeri,Notoscopelus elongatus,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Myctophiformes,Myctophidae,Notoscopelus,kroyeri,,S4,Non suivie,Pêches et Océans Canada
527,Poissons,Laquaiche argentée,,Mooneye,Toothed Herring; River Whitefish; Notch-finned Hiodon; Fresh-water Herring,Hiodon tergisus,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Hiodontiformes,Hiodontidae,Hiodon,tergisus,,S5,Non suivie,Déléguée au Québec
526,Poissons,Laquaiche aux yeux d'or,,Goldeye,Western Goldeye; Yellow Herring; Toothed Herring; Shad Mooneye,Hiodon alosoides,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Hiodontiformes,Hiodontidae,Hiodon,alosoides,,S3S4,Non suivie,Déléguée au Québec
517,Poissons,Lépisosté osseux,lépisotée osseux du Nord; poisson armé,Longnose Gar,Northern Longnose Gar; Garpike; Billfish; Northern Mailed Fish,Lepisosteus osseus,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Lepisosteiformes,Lepisosteidae,Lepisosteus,osseus,,S4,Non suivie,Déléguée au Québec
511,Poissons,Limace à museau noir,,Blacksnout Seasnail,,Paraliparis copei,,,Indigène,Régulier,Confirmé,Inconnu/non déterminé,Actinopterygii,Perciformes,Liparidae,Paraliparis,copei,,S4,Non suivie,Pêches et Océans Canada
510,Poissons,Limace ardente,,Lowfin Snailfish,,Paraliparis calidus,,,Indigène,Régulier,Confirmé,Inconnu/non déterminé,Actinopterygii,Perciformes,Liparidae,Paraliparis,calidus,,S4,Non suivie,Pêches et Océans Canada
498,Poissons,Limace atlantique,,Atlantic Seasnail,Atlantic Snailfish; Seasnail,Liparis atlanticus,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Liparidae,Liparis,atlanticus,,S5,Non suivie,Pêches et Océans Canada
499,Poissons,Limace de Cohen,,Gulf Snailfish,Cohen's Snailfish,Liparis coheni,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Liparidae,Liparis,coheni,,SU,Non suivie,Pêches et Océans Canada
502,Poissons,Limace des laminaires,limace du Groenland; limace de limaire,Kelp Snailfish,Greenland Seasnail; Greenland Snailfish,Liparis tunicatus,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Liparidae,Liparis,tunicatus,,SU,Non suivie,Pêches et Océans Canada
501,Poissons,Limace des pétoncles,limace des pectens,Inquiline Snailfish,,Liparis inquilinus,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Liparidae,Liparis,inquilinus,,SU,Non suivie,Pêches et Océans Canada
503,Poissons,Limace gélatineuse,,Gelatinous Seasnail,,Liparis fabricii,Liparis koefoedi,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Liparidae,Liparis,fabricii,,SNA,Non suivie,Pêches et Océans Canada
30254,Poissons,Limace nébuleuse,,Nebulous snailfish,,Liparis bathyarcticus,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Liparidae,Liparis,bathyarcticus,,S5,Non suivie,Pêches et Océans Canada
688,Poissons,Limande à queue jaune,limande ferrugineuse; queue jaune; sériole; sole,Yellowtail Flounder,Yellowtail; Rusty Dab,Myzopsetta ferruginea,Limanda ferruginea; Pleuronectes ferrugineus,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Carangiformes,Pleuronectidae,Myzopsetta,ferruginea,,S4,Non suivie,Pêches et Océans Canada
673,Poissons,Lompénie de Fabricius,lompénie élancée,Slender Eelblenny,,Lumpenus fabricii,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Stichaeidae,Lumpenus,fabricii,,SU,Non suivie,Pêches et Océans Canada
30219,Poissons,Lompénie naine,,Stout Eelblenny,,Anisarchus medius,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Stichaeidae,Anisarchus,medius,,S5,Non suivie,Pêches et Océans Canada
675,Poissons,Lompénie tâchetée,,Daubed Shanny,Langbarn; Shanny,Leptoclinus maculatus,Leptoclinus maculatus; Lumpenus maculatus,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Stichaeidae,Leptoclinus,maculatus,,S5,Non suivie,Pêches et Océans Canada
674,Poissons,Lompénie-serpent,blennie-serpent,Snakeblenny,Serpent Blenny; Rock Eel; Snake Blenny,Lumpenus lampretaeformis,Lumpenus lumpretaeformis,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Stichaeidae,Lumpenus,lampretaeformis,,S4,Non suivie,Pêches et Océans Canada
669,Poissons,Loquette d'Amérique,,Ocean Pout,Muttonfish; Eelpout; Mother-of-Eels; Laughing jack,Zoarces americanus,Macrozoarces americanus,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Zoarcidae,Zoarces,americanus,,S4,Non suivie,Pêches et Océans Canada
599,Poissons,Lotte,lotte américaine de l'Est; burdot; queue d'anguille; loche,Burbot,American Burdot; Ling; Eelpout; Freshwater Cod,Lota lota,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Gadiformes,Lotidae,Lota,lota,,S5,Non suivie,Déléguée au Québec
679,Poissons,Loup à tête large,,Northern Wolffish,,Anarhichas denticulatus,,,Indigène,Régulier,Confirmé,Inconnu/non déterminé,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,denticulatus,,SNA,Susceptible,Pêches et Océans Canada
680,Poissons,Loup atlantique,loup de mer; poisson-loup,Atlantic Wolffish,Striped Wolffish; Ocean Wolffish,Anarhichas lupus,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,,S4,Susceptible,Pêches et Océans Canada
681,Poissons,Loup tacheté,,Spotted Wolffish,Leopardfish; Spotted Catfish,Anarhichas minor,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,minor,,S2,Susceptible,Pêches et Océans Canada
514,Poissons,Lussion blanc,,White Barracudina,,Arctozenus risso,Notolepis rissoi,Espèce introduite lors de l'Exposition universelle de Montréal (1967). L'espèce a été relâchée dans le fleuve mais elle s'est acclimatée dans le golfe.,Exotique,Régulier,Confirmé,Toute l'année,Actinopterygii,Aulopiformes,Paralepididae,Arctozenus,risso,,S4,Non suivie,Pêches et Océans Canada
667,Poissons,Lycode à carreaux,lycode de Vahl,Checker Eelpout,,Lycodes vahlii,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Zoarcidae,Lycodes,vahlii,,S4,Non suivie,Pêches et Océans Canada
30240,Poissons,Lycode à tête longue,,Wolf Eelpout,,Lycenchelys verrillii,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Zoarcidae,Lycenchelys,verrillii,,S4,Non suivie,Pêches et Océans Canada
666,Poissons,Lycode atlantique,lycode de Terre-Neuve,Atlantic Eelpout,,Lycodes terraenovae,Lycodes atlanticus,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Zoarcidae,Lycodes,terraenovae,,S4,Non suivie,Pêches et Océans Canada
30239,Poissons,Lycode commune,,Common Wolf Eeel,,Lycenchelys paxillus,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Zoarcidae,Lycenchelys,paxillus,,S4,Non suivie,Pêches et Océans Canada
662,Poissons,Lycode du Labrador,lycode de Laval,Newfoundland Eelpout,Laval's Eelpout; Labrador Eelpout,Lycodes lavalaei,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Zoarcidae,Lycodes,lavalaei,,S4,Non suivie,Pêches et Océans Canada
664,Poissons,Lycode polaire,,Canadian Eelpout,,Lycodes polaris,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Zoarcidae,Lycodes,polaris,,S4,Non suivie,Pêches et Océans Canada
649,Poissons,Malachigan,achigan malfait; grondin,Freshwater Drum,Sheepshead; Sunfish; Silver Bass; Grunter,Aplodinotus grunniens,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Sciaenidae,Aplodinotus,grunniens,,S4S5,Non suivie,Déléguée au Québec
14983,Poissons,Maquereau blanc,,Atlantic Chub Mackerel,,Scomber colias,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Actinopterygii,Scombriformes,Scombridae,Scomber,colias,,SNA,Non suivie,Pêches et Océans Canada
655,Poissons,Maquereau bleu,maquereau,Atlantic Mackerel,Common Mackerel; Tinker; Half-grown Macquerel,Scomber scombrus,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Scombriformes,Scombridae,Scomber,scombrus,,S3,Non suivie,Pêches et Océans Canada
705,Poissons,Maraîche,,Porbeagle,Mackerel Shark,Lamna nasus,,,Indigène,Régulier,Confirmé,Toute l'année,Chondrichthyes,Lamniformes,Lamnidae,Lamna,nasus,,S4,Susceptible,Pêches et Océans Canada
637,Poissons,Marigane noire,crapet calicot; crapet gris,Black Crappie,Crawpie; Calico Bass; Oswego Bass; Shiner,Pomoxis nigromaculatus,Pomoxis nigro-maculatus,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Centrarchidae,Pomoxis,nigromaculatus,,S4,Non suivie,Déléguée au Québec
553,Poissons,Maskinongé,,Muskellunge,,Esox masquinongy,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Esociformes,Esocidae,Esox,masquinongy,,S4,Non suivie,Déléguée au Québec
575,Poissons,Méné à grosse tête,tête-de-boule; méné à grosse tête du Nord,Fathead Minnow,Northern Fathead Minnow,Pimephales promelas,,"Le nom commun français diffère de celui utilisé dans la publication ""American Fisheries Society (2013) Common and Scientific Names of Fishes from the United States, Canada, and Mexico, 7th edition"", mais sera révisé lors de la prochaine publication.",Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Pimephales,promelas,,S4,Non suivie,Déléguée au Québec
566,Poissons,Méné à menton noir,menton noir,Blackchin Shiner,Blackchin,Miniellus heterodon,Notropis heterodon,"Le nom commun français diffère de celui utilisé dans la publication ""American Fisheries Society (2013) Common and Scientific Names of Fishes from the United States, Canada, and Mexico, 7th edition"", mais sera révisé lors de la prochaine publication.",Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Miniellus,heterodon,,S4,Non suivie,Déléguée au Québec
574,Poissons,Méné à museau arrondi,ventre-pourri,Bluntnose Minnow,Blunt-nosed Minnow,Pimephales notatus,,"Le nom commun français diffère de celui utilisé dans la publication ""American Fisheries Society (2013) Common and Scientific Names of Fishes from the United States, Canada, and Mexico, 7th edition"", mais sera révisé lors de la prochaine publication.",Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Pimephales,notatus,,S4,Non suivie,Déléguée au Québec
567,Poissons,Méné à museau noir,museau noir; méné à nez noir du Nord,Blacknose Shiner,Northern Blacknose Shiner; Black-nosed Minnow; Blacknose Dace; Muskoka Minnow,Notropis heterolepis,,"Le nom commun français diffère de celui utilisé dans la publication ""American Fisheries Society (2013) Common and Scientific Names of Fishes from the United States, Canada, and Mexico, 7th edition"", mais sera révisé lors de la prochaine publication.",Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Notropis,heterolepis,,S4,Non suivie,Déléguée au Québec
581,Poissons,Méné à nageoires rouges,méné à ruisseau du Nord,Common Shiner,Northern Common Shiner; Redfin Shiner; Silver Shiner; Dace,Luxilus cornutus,Notropis cornutus,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Luxilus,cornutus,,S5,Non suivie,Déléguée au Québec
568,Poissons,Méné à tache noire,queue à tache noire; baveux du Nord; baveux,Spottail Shiner,Northern Spottail Shiner; Spawneater; Spottail minnow; Sucking Carp,Hudsonius hudsonius,Notropis hudsonius,"Le nom commun français diffère de celui utilisé dans la publication ""American Fisheries Society (2013) Common and Scientific Names of Fishes from the United States, Canada, and Mexico, 7th edition"", mais sera révisé lors de la prochaine publication.",Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Hudsonius,hudsonius,,S5,Non suivie,Déléguée au Québec
569,Poissons,Méné à tête rose,tête rose,Rosyface Shiner,Rosy-faced Shiner,Notropis rubellus,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Notropis,rubellus,,S3S4,Susceptible,Déléguée au Québec
559,Poissons,Méné bec-de-lièvre,gluant; bec-de-lièvre,Cutlip Minnow,Cutlips; Eye-picker; Little Sucker,Exoglossum maxillingua,,"Le nom commun français diffère de celui utilisé dans la publication ""American Fisheries Society (2013) Common and Scientific Names of Fishes from the United States, Canada, and Mexico, 7th edition"", mais sera révisé lors de la prochaine publication.",Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Exoglossum,maxillingua,,S3S4,Non suivie,Déléguée au Québec
580,Poissons,Méné bleu,,Spotfin Shiner,Silver-finned Minnow; Satin-finned Minnow,Cyprinella spiloptera,Notropis spilopterus,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Cyprinella,spiloptera,,S4,Non suivie,Déléguée au Québec
30292,Poissons,Méné camus,,Pugnose shiner,,Miniellus anogenus,Notropis anogenus,,Indigène,Inconnu/non déterminé,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Miniellus,anogenus,,SNA,Non suivie,Déléguée au Québec
562,Poissons,Méné d'argent de l'Est,COSEPAC: méné d'argent de l'Est; méné argenté de l'Est,Eastern Silvery Minnow,Sylvery Minnow,Hybognathus regius,hybognatus nuchalis,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Hybognathus,regius,,S4,Non suivie,Déléguée au Québec
565,Poissons,Méné d'herbe,,Bridle Shiner,"Bridled Shiner, Brikle Shiner",Notropis bifrenatus,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Notropis,bifrenatus,,S3,Vulnérable,Déléguée au Québec
564,Poissons,Méné émeraude,méné émeraude de rivière; méné vert,Emerald Shiner,Lake Shiner; Lake Emerald Shiner; Common Emerald Shiner; River Emerald Shiner,Notropis atherinoides,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Notropis,atherinoides,,S5,Non suivie,Déléguée au Québec
563,Poissons,Méné jaune,chatte de l'Est; chatte; sardine,Golden Shiner,Eastern Golden Shiner; Bream; Butterfish; American Roach,Notemigonus crysoleucas,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Notemigonus,crysoleucas,,S5,Non suivie,Déléguée au Québec
560,Poissons,Méné laiton,,Brassy Minnow,,Hybognathus hankinsoni,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Hybognathus,hankinsoni,,S2S3,Susceptible,Déléguée au Québec
570,Poissons,Méné paille,méné de sable du Nord-Est,Sand Shiner,Northeastern Sand Shiner; Shore Minnow; Straw-coloured Minnow,Miniellus stramineus,Notropis deliciosus; Notropis ludibunus; Notropis stramineus,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Miniellus,stramineus,,S4,Non suivie,Déléguée au Québec
571,Poissons,Méné pâle,méné à longues nageoires du Nord; méné à longues nageoires,Mimic Shiner,Northern Mimic Shiner,Paranotropis volucellus,Notropis volucellus,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Paranotropis,volucellus,,S4,Non suivie,Déléguée au Québec
573,Poissons,Méné ventre citron,méné ventre citron; goujon à fines écailles; ventre citron,Finescale Dace,Fine Scale Dace; Fine-scale Minnow; Bronze Minnow,Chrosomus neogaeus,Chrosomus neogaeus; Pfrille neogaea; Phoxinus neogaeus,"Le nom commun français diffère de celui utilisé dans la publication ""American Fisheries Society (2013) Common and Scientific Names of Fishes from the United States, Canada, and Mexico, 7th edition"", mais sera révisé lors de la prochaine publication.",Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Chrosomus,neogaeus,,S5,Non suivie,Déléguée au Québec
572,Poissons,Méné ventre rouge du Nord,goujon à ventre rouge du Nord; méné ventre rouge; ventre rouge du Nord,Northern Redbelly Dace,Redbelly Dace; Red-belly Dace; Red Bellied Dace,Chrosomus eos,Chrosomus eos; Phoxinus eos,"Le nom commun français diffère de celui utilisé dans la publication ""American Fisheries Society (2013) Common and Scientific Names of Fishes from the United States, Canada, and Mexico, 7th edition"", mais sera révisé lors de la prochaine publication.",Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Chrosomus,eos,,S5,Non suivie,Déléguée au Québec
537,Poissons,Ménomini rond,ménomini d'Amérique; pointu,Round Whitefish,American Round Whitefish; Pilot Fish; Frost Fish; Menomini Whitefish,Prosopium cylindraceum,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Salmoniformes,Salmonidae,Prosopium,cylindraceum,,S5,Non suivie,Déléguée au Québec
30242,Poissons,Merlan bleu,poutassou,Blue Whiting,,Micromesistius poutassou,,,Indigène,Accidentel/non régulier,Confirmé,Non reproducteur,Actinopterygii,Gadiformes,Gadidae,Micromesistius,poutassou,,SNA,Non suivie,Pêches et Océans Canada
607,Poissons,Merlu argenté,merlan,Silver Hake,,Merluccius bilinearis,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,bilinearis,,S5,Non suivie,Pêches et Océans Canada
611,Poissons,Merluche à longues nageoires,,Longfin Hake,,Phycis chesteri,Phycis chesteri; Urophycis chesteri; Urophycis chesterii,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Gadiformes,Phycidae,Phycis,chesteri,,S5,Non suivie,Pêches et Océans Canada
